Constituent ID,Artist Display Name,Artist ULAN ID,Artist Wikidata ID
107797,Abraham Hondius,500019515,Q538840
107801,Peter Jacob Horemans,500033053,Q1372122
107803,Jacob van Hulsdonck,500019495,Q1677696
107816,Adriaen Isenbrant,500018618,Q367858
107818,Jozef Israëls,500012980,Q528460
107821,Jacopino del Conte,500030788,Q2538308
107822,Charles Jacque,500027865,Q125409
107824,Abraham Janssen van Nuyssen,500033089,Q330139
107825,Paulin Jénot,,
107827,Jan Joest of Kalkar,500010795,Q1681906
107829,Antonio Joli,500031488,Q2404265
107835,Ludolf de Jongh,500025439,Q1990838
107837,Cornelis Jonson van Ceulen the Elder,500013588,Q636113
107838,Cornelis Jonson van Ceulen the Younger,500000086,Q16324885
107844,Justus of Ghent (Joos van Wassenhove),500031220,Q515796
107847,Willem Kalf,500006439,Q28144
107854,Bernhard Keil,500015723,Q259393
107857,Kerstiaen de Keuninck,500021933,Q3195528
10786,Margaret French Cresson,500014358,Q6759426
107872,Guillaume Koller,500023361,Q19670719
107877,Arkhip Ivanovich Kuindzhi,500003860,Q353628
107879,L'Ortolano (Giovanni Battista Benvenuti),500026224,Q3356826
107894,Eugène Lavieille,500012419,Q3059972
1079,Christian Gobrecht,500077295,Q5109648
107903,Frederick Richard Lee,500002246,Q5498619
107905,Jules-Joseph Lefebvre,500013504,Q433973
107910,"Frederic, Lord Leighton",500030022,Q160252
107917,Ignacio de León y Escosura,500021107,Q18600114
107929,Johannes Lingelbach,500005640,Q629856
10793,Sunagawa Mao-Yoshi,,
107932,Andrea di Lione,500005205,Q2846442
107934,Fra Filippo Lippi,500019158,Q205148
107935,Lippo di Benivieni,500021499,Q3242255
107949,Luca di Tommè di Nuto,500003597,Q21851359
107953,Federico de Madrazo y de Ochoa,500037322,Q16673232
107959,Vladimir Egorovich Makovsky,500118145,Q740592
107960,Giovanni Maldura,500007591,Q21850154
107962,Antonio Mancini,500024973,Q603148
107966,Charles-François Marchal,500010079,Q16538493
107967,Emile van Marcke,500013883,Q742379
107971,Matthys Maris,500000637,Q1375830
107975,Otto Marseus van Schrieck,500005835,Q339270
107977,Martino di Bartolommeo di Biagio,500016530,Q1155177
107982,Master called Pseudo-Pier Francesco Fiorentino,500027302,Q18577975
107983,Master LC,500312782,Q131454
107984,Master of 1416,,Q10329047
107987,Master of Charles of Durazzo,500331802,Q21850415
107988,Master of Eggenburg,500014229,Q21685956
10799,"Matteo Cecchi, called Acquafresca",,
107990,Master of Lecceto,,Q21851408
107995,Master of the View of Sainte Gudule,500018237,Q1918711
1080,Bela Lyon Pratt,500095555,Q4881787
108000,"Master of the Béguins, French or Flemish, active 1650–60 (possibly Abraham Willemsens, Flemish, active by 1627, died 1672)",500157820,Q19543172
108001,Master of the Berswordt Altar,500013887,Q3842963
108004,Master of the Castello Nativity,500020150,Q3842992
108007,Master of the Holy Blood,500030845,Q1918545
108009,Master of the Lanckoronski Annunciation,500029534,Q21852728
108011,"Master G.Z. (possibly Michele dai Carri, Italian, Ferrara, active by 1405–died 1441 Ferrara)",,
108013,Master of the Mansi Magdalen,500008477,Q1918409
108015,Master of the Saint Barbara Legend,500016307,Q1233615
108020,Gabriel Max,500005165,Q655778
108021,Juan Bautista Martínez del Mazo,500031769,Q771658
108029,Lippo Memmi (Filippo di Memmo),500031555,Q504963
108032,Girolamo Mengozzi (called Colonna),500013731,Q3761207
108043,Michele da Verona (Michele di Zenone),500022590,Q3311323
108044,Jean Michelin,500322554,Q6171195
108053,Francisque Millet,500007163,Q3751077
108067,Bartolomeo Montagna (Bartolomeo Cincani),500029837,Q809507
108069,Francesco Montemezzano,500026508,Q3081023
108070,Adolphe Monticelli,500000984,Q1152965
108074,Anthonis Mor van Dashorst,500027909,Q176694
108075,Morata Master,500039615,Q21853443
108077,Paulus Moreelse,500006080,Q59620
108085,Giovanni Battista Moroni,500011118,Q504949
108092,Emanuel Murant,500006539,Q765989
108095,Martin van Meytens the Younger,500025098,Q1082324
108096,Matthijs Naiveu,500017478,Q708036
108097,Patrick Nasmyth,500005417,Q7147317
108101,Pieter Neeffs the Elder,500010047,Q596352
108102,Pieter Neeffs the Younger,500015771,Q3304139
108103,Aert van der Neer,500001738,Q381801
108104,Eglon van der Neer,500003209,Q874770
108108,Mikhail Vasilievich Nesterov,500029343,Q318427
108113,Niccolò di Pietro,500017982,Q4320785
108117,Jacob Ochtervelt,500017045,Q724646
108123,Osma Master,500119166,Q21501040
108127,Jürgen Ovens,500005837,Q370576
108128,Pieter van Overschee,500004094,Q21853726
108138,Alberto Pasini,500001307,Q2831817
108139,Bartolomeo Passerotti,500026196,Q809512
108141,Joachim Patinir,500019854,Q442491
108150,John Thomas Peele,500000490,Q16059805
108153,Vasilii Grigorievich Perov,500006579,Q315237
108160,Charles Philips,500015199,Q18600457
108163,Nicolaes Eliasz Pickenoy,500017284,Q632846
108166,Pietro da Rimini,500032373,Q1982374
108168,Pietro di Domenico da Montepulciano,500017015,Q3388216
108169,Pietro di Francesco Orioli,500031403,Q544839
108171,Karl Theodor von Piloty,500030177,Q505758
108178,Antoine-Emile Plassan,500014110,Q18507783
108180,Vasilii Dmitrievich Polenov,500020960,Q318393
108181,Piero del Pollaiuolo (Piero di Jacopo Benci),500011428,Q707046
108183,"Netherlandish Painter (possibly Goswijn van der Weyden, active by 1491, died after 1538), ca. 1515–20",,
108187,Pieter Jansz. Pourbus,500011430,Q981558
108192,Priamo della Quercia (Priamo del Pietro),500021894,Q711560
108197,Scipione Pulzone (Il Gaetano),500015262,Q2632216
1082,Forestville Manufacturing Company,,
108211,Jan van Ravesteyn,500008192,Q864059
108212,Giuseppe Recco,500007290,Q1528623
108214,Henri Regnault,500022082,Q553571
108220,Ilia Efimovich Repin,500024225,Q172911
108244,Franz Wolfgang Rohrich,500032120,Q3083165
108254,Philippe Rousseau,500011114,Q321484
108265,David Ryckaert III,500116871,Q323932
108273,Alonzo Sánchez Coello,500001577,Q503386
108276,Carlo Saraceni,500008651,Q938607
108281,Alexei Kondratievich Savrasov,500001683,Q353008
108288,August Friedrich Albrecht Schenck,500003190,Q16534240
108293,Julius Schrader,500000358,Q70758
108298,Paul Sébillot,500092669,Q1352158
1083,Paulding Farnham,500336597,Q13476260
108303,Jacopo del Sellaio,500023242,Q2525549
108321,Pieter van Slingelandt,500018710,Q420237
108327,Pieter Snayers,500029325,Q673615
108332,Spanish (Oña) Painter,,
108338,Massimo Stanzione,500015761,Q982384
10834,Louis Jaley,,
108344,Alfred Stevens,500000844,Q773855
108348,Matthias Stom,500014795,Q949627
10835,Nicolas Carteron,,
108350,Bernhard Strigel,500028571,Q637420
10836,Joseph Blachon,,
108378,Gillis van Tilborgh,500023827,Q187132
108382,Louis Tocqué,500002111,Q1375132
108383,Tommaso Fiorentino (Tommaso di Stefano Lunetti),500007007,Q21851468
108387,Gaspare Traversi,500011841,Q1388163
108392,Wilhelm Trübner,500018062,Q461271
108399,Fritz von Uhde,500014912,Q210201
108402,Wallerant Vaillant,500025331,Q513815
108409,Lippo Vanni (Lippo Vanni di Giovanni),500031271,Q966135
108410,Nicolaes van Veerendael,500001285,Q677922
108413,Johannes Vermeer,500032927,Q41264
108421,Johannes Verspronck,500013071,Q577974
108425,Jan Victors,500007951,Q1357477
108428,José Villegas y Cordero,500018242,Q517574
10843,Naotane Taikei,,
108434,Hendrick van Vliet,500011033,Q864173
108436,Antoine Vollon,500014118,Q587078
108438,Jacob Vosmaer,500010811,Q1478130
108440,Roelof van Vries,500018724,Q2557532
108441,Alfred Wahlberg,500018082,Q2644198
108451,Frederick Waters Watts,500000283,Q5498969
108455,Jan Weenix,500010753,Q1346044
108492,Peter Wtewael,500019494,Q595150
108494,Francesco Zaganelli (Francesco di Bosio),500001963,Q3081126
1085,Conrad Henninger,,
10851,Andrea Casalini,500331788,
108514,Giovanni di ser Giovanni Guidi (called Scheggia),500022041,Q2738832
108518,Pieter Pietersz the Younger,500010329,
108522,Jacques Saillant,500050530,Q21857072
108524,David Baudringhien,500006743,Q18516482
108525,Monogrammist IS,500009632,Q16665106
108526,Monogrammist JG,,
108529,Monogrammist FA,,Q21852999
108530,Thomas Lefebure,500077510,Q2425777
108531,John Hoskins,500032664,Q1934948
108533,Monogrammist FS (Franciszek Smiadecki?),,
108535,David Myers,500444343,Q20117274
108536,Nicholas Dixon,500027002,Q18811106
108539,Thomas Forster,500002743,Q18593505
108540,Christian Richter,500048987,Q6071148
108542,Arnaud Vincent de Montpetit,500012598,Q18511525
108544,Pierre Pasquier,500119433,Q3386523
108545,Nicolas André Courtois,500112259,Q52154248
108548,Charles Paul Jérôme de Bréa,500354587,Q21853239
108551,Barrois,,
108553,Joseph Boze,500016461,Q447676
108557,Mademoiselle Duplessis,,
108558,Edmé Charles de Lioux de Savignac,500065965,Q21857368
108563,Frédéric Dubois,500001723,Q21288920
108564,Jean-Baptiste Sambat,500071679,Q3164429
108565,Jeanne Philiberte Ledoux,500020165,Q18560378
108566,Joseph Marie Bouton,,Q22001988
108567,Vincent,500068602,Q21995348
108568,Mortier,500112999,Q2854268
108569,Annibal Christian Loutherbourg,500191850,Q21857382
108571,Benjamin Arlaud,500124320,Q30121472
108576,Theodor Friedrich Stein,500048511,Q15432913
108579,Adam Ludwig d'Argent,500083569,Q22001979
108582,Nicolas Soret,500053821,Q21000401
108583,Peter Edward Stroely,500031611,Q2309952
108584,Bernard Lens,500023739,Q4893365
108588,Samuel Cotes,500017336,Q7411168
108589,Jeremiah Meyer,500025649,Q6180909
108590,Samuel Collins,500015896,Q7411149
108591,James Jennings,500184549,Q20011003
108594,Richard Crosse,500014941,Q7324981
108599,Isabella Beetham,500329448,Q19408393
108604,Philip Jean,500003007,Q7183846
108605,Richard Collins,500006276,Q13426391
108607,Thomas Peat,500026510,Q21995342
108608,John Barry,500011190,Q20116177
108610,Andrew Plimer,500003247,Q4758284
108613,William Grimaldi,500013698,Q16857652
108614,William Wood,500007704,Q20116880
108617,Jean Urbain Guérin,500031651,Q3170062
108619,Nicolas François Dun,500053824,Q21995260
108620,Jacques Delaplace,500088692,Q3158673
108625,Charles Pierre Cior,500048293,Q3384376
108626,Augustin Dubourg,500041896,Q21994029
108627,Vincent Bertrand,500043197,Q21995351
108631,Ferdinand Machéra,500053958,Q21994070
108632,Jean-Baptiste Ponce Lambert,500041186,Q21997244
108633,J. Lecourt,500359265,
108634,Rudolphe Bel,,Q21997236
108635,Joseph Bordes,500072120,Q21995140
108636,Nicolas Henri Jacob,500002938,Q1716463
108637,Pierre Laurent Canon,,Q22001875
108639,François Meuret,500108239,Q3085351
108640,Giacomo Andreoli,,Q22094536
108641,Domenico Bossi,500021275,Q1905185
108642,Giovanni Battista Gigola,500013912,Q18508242
108643,Luigi Marta,500372557,Q22094609
108645,F. Carbonara,,
108646,Carl August Senff,500064042,Q821116
108647,Friedrich Johann Gottlieb Lieder,500031619,Q1415414
108648,Franz Napoleon Heigel,500025603,Q1389116
108649,Dupuy,,Q22094662
108651,Jacob Ritter von Hartmann,,Q21857376
108652,Heinrich Franz Schalck,500067801,Q21856816
108653,Mikail Ivanovich Terebenev,500174259,Q21083963
108655,Luis de la Cruz y Rios,500035860,Q1876555
108656,Thomas Hazlehurst,500009091,Q7790538
108661,Sampson Towgood Roch,500003907,Q7410252
108662,Charles Robertson,500027843,Q20119904
108663,Charles Jagger,,
108666,Samuel John Stump,500003541,Q16065989
108667,Joshua Wilson Faulkner,500016855,Q16211318
108668,Andrew Dunn,500023640,Q20119940
108669,François-Théodore Rochard,500018503,Q18810720
108671,Jacques Charlier,500029505,Q3158509
108672,F. M.,,
108675,Northern European Painter,,
108676,Continental (possibly Swiss) Painter,,
108677,Noah Seaman,500004138,Q30121547
108678,D. B.,,
108681,Villers,500438607,
1087,New England Glass Company,500356007,Q17083157
108725,Marie Anne Gérard Fragonard (Madame Fragonard),500072217,Q8309899
108742,Marco di Paolo Veneziano,500329869,Q98687170
108780,Emile Schuffenecker,500013470,Q286456
108798,M. Knoedler & Co.,,
108812,Eugène Blot,,
10887,Sanemitsu,,
108941,Baltimore Museum of Art,500306982,Q377579
108967,Wadsworth Atheneum,500307961,
108993,Art Institute of Chicago,500304669,Q239303
1090,James Davis,,
10900,Muramasa,,
109044,Willem Claesz Heda,500018917,Q40150
1091,John Molineux,,
109169,American Federation of Arts,500303692,
109176,Hendrick Avercamp,500030575,Q212593
10918,Sadatoshi,,
10922,Yasumitsu,,
109259,"Jean Andache Junot, duc d'Abrantes",,
109267,Edward Dean Adams,,
10927,Kanemoto Magaroku,,
109286,Nicola di Maestro Antonio d'Ancona,500007256,Q3339920
109294,"Charles-Auguste-Louis-Joseph de Morny, duc de Morny",,
109323,Italian (Sienese) Painter,,
10939,Gotō Sōjō,,
10940,Gotō Tokujō,,
109458,Italian (Florentine) Painter,,
109480,Mrs. Richard Brinsley Sheridan,,
109493,Herri met de Bles,500120673,Q677006
1095,Richard Wittingham,,
109534,Cardinal Pietro Aldobrandini,,
109536,Ernest Gambart,,
109564,"Charles Philippe, comte d'Artois",,
10957,Kanō Natsuo,,
109590,Paul Cassirer,,
1097,Augustus Truesdale,,
109725,Albert van Ouwater,500009673,Q163420
109736,Scarsellino (Ippolito Scarsella),500003756,Q2295535
109786,Fürst Leopold von Hohenzollern,,
1098,Messenger Company,,
109855,Aignan Thomas Desfriches,,
109914,Spanish Painter,,
10995,Gotō Teijō (Mitsumasa),,
1100,Wood and Hughes,,
110005,Carl Becker,,
110034,"Armand-Jean du Plessis, Cardinal de Richelieu",,
110048,Robert Fagan,,
110051,Thomas Andrew Knight,,
11007,Yasutsugu,,
110083,Pope Clement VIII (Ippolito Aldobrandini),,
110087,Alexander Day,,
11009,Iyonojō Munetsugu,,
1101,Ott and Brewer,,
110112,"Frederick Howard, 5th Earl of Carlisle",,
11013,Gassan Sadakazu,,
11017,Hiromichi Miura,,
1102,Thomas Affleck,500034377,Q7786960
110200,Gebhard Leberecht von Blücher,,Q153522
110293,Anthony Bonenfant,,
1103,John Henry Belter,500001413,Q46973286
110306,"Boussod, Valadon & Cie",,
11034,Kawamura Tsuneshige,,
11036,Yoshifusa,,
110399,Harvard College,500312819,Q13371
1104,Henry Connelly,500071541,
110414,George Price Boyce,500001122,Q1377089
110486,Armand Dayot,,
110507,William Buchanan,,
110517,"George Nugent Temple Grenville, 1st Marquess of Buckingham",,
11055,Stephen William Shaw,500016735,Q7610857
110582,Alfred Cadart,,
1106,Solomon Fussell,500070225,
110630,"Henry George Herbert, 2nd Earl of Carnarvon",,
11069,Peter Robinson,,
1107,Herter Brothers,500274670,Q1614654
11070,Heinrich Heid von Winterthur,,
11071,Johann Gottfried Hänisch the Elder,,
110728,Georges Charpentier,,
11076,D. G. V. Lochorst,,
11087,Francisco Pintan,,
11088,Tsuchiya Masayoshi Yasuchika,,
1109,Hudson and Brooks,,
110913,Dominic Colnaghi,,
110921,Arsène Alexandre,500313179,Q2864441
11094,Hidetsugu,,
110943,"Henry Conyngham, 1st Marquess Conyngham",,Q5719766
11095,Cominazzo workshop,,
11096,Johannes Hartel,,
11097,Peter Danner,,
11098,Stephan Klett,500336177,
11099,Daniel Sadeler,,
1110,George Jakob Hunzinger,500005428,Q55720552
11100,Charles Froment,,
11101,M. Bréat,,
11102,Mattheus Frauenpreis the Younger,500066256,
11103,Romain des Ursins,,
11104,Yukinoshita Sadaiyé,,
11105,Kazuki Nobumichi,,
11106,Carlo Piccinino,,
11107,Bouqueton,,
11108,Hans Danner,,
11109,Hieronymus Borstorffer,,
1111,George Washington Maher,500059532,Q4285694
11110,Simon Helbig,,
11111,Zacharias Herold,,
11112,Leonardus Graeff,,
11113,Hisanori,,
11114,Kunitomo Katsumasa,,
11115,Myochin Ki Muneyuki,,
11116,Yoshihisa,,
11117,Saotome Ietada,,
11118,Myōchin Sadahisa,,
11119,Jo Michitaka,,
1112,Léon Marcotte,500026799,Q1717331
11120,Antonio Guisasola,,
11121,Juan Navaro,,
11122,Momokawa Nagayoshi,,
11124,Jacques Lamarre,,
111243,Anne Seymour Damer,500105950,Q1246573
11126,Jungwierth,,
11127,Muhammad Hasan,,
11129,Anonymous,,
1113,Marks Adjustable Folding Chair Company,,
11130,John Bland,,
11134,Bechler,,
11135,Yoshimichi,,
11136,Kindo (Kanemichi),,
11137,Jacques Munier,500067217,
111375,Christopher Beckett Denison,,
111381,"Edward Smith Stanley, 12th Earl of Derby",,
11139,Osozuka Hisanori,,
111396,Destouches,,
1114,Samuel McIntire,500023295,Q370420
11140,Kagoya,,
11141,Emanuel Sadeler,,
11145,Clemens Horn,500099070,
11146,Saotome Ienari,,
11147,Washida Mitsunaka,,
11148,Hirata School,,
111492,Richard Gainsborough Dupont,500184106,Q21466541
111496,Tilla Durieux,,
1115,John and Joseph W. Meeks,,
11153,Jörg Wagner,,
11156,Alfred Gauvin,,
111562,Prince Bojidar Karageorgevitch,,
111574,Gustave Geffroy,,
11158,Henri Husson,,
1116,North American Iron Works,,
11163,Jacob Köbel,,
1117,Duncan Phyfe,500082047,Q3041258
111706,Michel Manzi,,
11171,Masahiro,,
11172,Kokeguchi Senshu,,
111750,C. F. Hancock,,
11180,Ames Manufacturing Company,,
11181,Martin Riester,,
11185,Giovan Battista Francino,,
11186,Jan Nieuwland,,
11188,Joachim Meyer,,
11189,Tobias Stimmer,,
1119,Henry Hobson Richardson,500016339,Q723234
11190,Fleury Montagny,,
11191,Francesco Maria Rivolta,500034089,
111918,Gustav Floerke,,
11192,Francisco Ruiz the Elder,,
11193,Francisco Ruiz the Younger,,
11194,Fusamune of Soshu,,
111942,"Frederick the Great, King of Prussia",,
11195,Norimitsu,,
11196,Harunari,,
11197,Cristiano Leoni,,
11199,François-Auguste Fannière,500355969,Q75728685
11200,François-Joseph-Louis Fannière,500355970,
11202,Johannes Wundes,,
11207,Hallé,,
11208,Leonard Heinrich,,
11209,Louis Nicolas Auguste Flobert,,
11210,Louis Daniel Nimschke,,
11211,"Schuyler, Hartley and Graham",,
11212,Toshiyoshi,,
112128,Messrs. Goupil and Co.,,
11213,B. Montagnon,,
11214,G. Zaoué,,
112147,"Charles Fitzroy, 2nd Duke of Grafton",,
112148,"Augustus Henry Fitzroy, 3rd Duke of Grafton",,Q312583
11215,Royal Arms Manufactory at Torre Annunziata,,
112151,"William Henry Fitzroy, 6th Duke of Grafton",,
11216,Michele Battista,,
11217,Emanuel Esteva,,
1122,John Jelliff,500062668,Q55720851
11222,Michael Barnett,,
11230,Etchū no kami Fujiwara Takahira,,
11231,Harvey Murton,,
11233,Llorens Torrens,,
11234,Jacinto Jaumeandreu,,
11235,Akasaka school,,
112362,"Gemäldegalerie Alte Meister, Staatliche Kunstsammlungen Dresden",500486547,
11237,Lucien Falize,500084132,
11240,S. Wendlinger,,
11241,Kanenobu,,
11242,Korai,,
112422,Abraham Brueghel,500001301,Q1824525
11243,Yoshitoshi,,
11244,Kane Yoshi(?),,
11245,Seijiro,,
112453,North Netherlandish (Utrecht?) Painter,,
11246,Leonard Hugel,,
11247,Harris & Shafer Co.,,
112471,Master of the Liège Disciples at Emmaus,500069611,
112472,Netherlandish (Antwerp) Painter,,
1125,Auguste-Emile Rinquet-Leprince,,
11251,British Painter,,
11257,Daniel Tachaux,,
112574,Spanish (Castilian) Painter,,
11258,Wolf Paller,500336363,
11259,François-Léon Sicard,500054763,Q2739036
1126,Tobey Furniture Company,500267871,
11260,Emile Fernand-Dubois,500193290,Q3588501
11261,Samuel Jackson,,
11262,Friedrich Otto von Leber,,
11263,Jeremias Schemmel,,
112637,Paul Mantz,,
11264,Myōchin Munetomo,,
11269,Smith & Wesson,,
11272,Antoine Giraud,,
11273,Nicolas Bouillet,,
11274,Jean François Brunon,,
1128,Henry N. Hooper,,
112816,Lucas Cranach the Elder and Workshop,500115364,Q191748
11288,Gotō Mitsuakira,,
11289,Gotō Kōjō,,
11292,Captain Samuel Hamilton Walker,,
11293,Eli Whitney Jr.,,
11294,The Griswold and Grier Company,,
11298,Ishiguro Koretsune II,,
11299,Guillem Margot,,
112992,Georges Lafenestre,,
1130,Thomas Danforth Boardman,500334231,Q82160313
11307,Gotō Mitsumasa (Jujō),,
11308,Jacob Floris,500030844,Q21540347
1131,Henry Kellam Hancock,,
11311,Jeremias Ritter,500083670,Q55218452
11313,De Lacollombe,,
11314,Johann Andreas Kuchenreuter,,
11316,Workshop of the Ybarzabel family,,
11317,Girolamo Francino,,
11318,"Sebastiano Cecchi, called Acquafresca",,
11319,Giovan Antonio Gavacciolo,,
1132,Pierre Charles L'Enfant,500011763,Q264764
11320,Lazarino Cominazzo,,
11321,Carlo Bottarelli,,
11322,Giovanni Lazzarino Cominazzo,,
11323,Jean Le Clerc,,
11324,Le Faure,,
11325,Mollier,,
11326,Bertrand Piraube,,
11329,Winchester Repeating Arms Company,,
113302,Christian von Mechel,,
113310,"Fogg Museum, Harvard Art Museums",500265900,Q809600
11335,Acem Oglu,,
113354,"Henry Petty-FitzMaurice, 3rd Marquess of Lansdowne",,
1134,Yale and Towne Manufacturing Company,,
11340,Arthus Bertrand et Béranger,,
11341,Rudolf Franz Ferdinand von Talmberg,,
11343,Bhavani Das,,
11344,Bhima,,
11345,Chokha,500332111,Q18508073
11346,Chotu,,
11347,Devidasa of Nurpur,,Q77458847
11349,Ibrahim,,
113492,George Dunlop Leslie,500119249,Q1403572
1135,Curtis and Dunning,,
11350,Manaku,500321989,Q16611568
11352,Mohamed,,
11354,Nainsukh,500122652,Q1252229
11355,"Rikhaji, son of Karam Chand",,
11356,Ruknuddin,,
11357,Sa Nana,,
11358,Sahib Ram,,Q20972077
11359,Sheikh Taju,,
1136,Aaron Willard Jr.,500076346,Q4662538
11360,Shiva and Dayal,,
11361,"Ustad Mohamed, son of Murad",,
11363,Ippitsusai Bunchō,500057321,
11364,Sakuragawa Bunkyo,,
11366,Chōkyōsai Eiri,500334457,
11367,Chōbunsai Eishi,500121365,Q2972127
11368,Chōkōsai Eishō,500335350,Q2972135
11369,Suzuki Harunobu,500057319,Q360978
1137,Boston & Sandwich Glass Company,500334773,Q4948224
11372,Inoue Yasuji,500331232,Q11372959
11373,Kawai Kanjiro,500234059,Q6379524
11374,Kitagawa Kikumaro,,
11375,Takeuchi Kimiaki,,
11376,Kinei,,
11377,Kobayashi Kiyochika,500121369,Q3121142
11378,Torii Kiyohiro,500476019,
11379,Torii Kiyomasu I,500118868,Q3136190
1138,Adrian Bancker,,Q66827450
11380,Torii Kiyomitsu,500057317,Q3136173
11381,Torii Kiyonaga,500058786,Q427642
11382,Torii Kiyonobu I,500118866,Q3179022
11383,Torii Kiyotada,500332189,
11385,Li Mi,,
11386,Okumura Masanobu,500121074,Q3350120
11387,Kuwagata Keisai,,
11388,Furuyama Moromasa,500336556,Q11411077
11389,Hishikawa Moronobu,500118854,Q11620184
1139,Jacobus Vander Spiegel,500334270,
11390,Furuyama Moroshige,500334252,Q11411080
11391,Bian Lu,500331538,
11392,Tōshūsai Sharaku,500118852,Q361174
11393,Kitao Shigemasa,500074052,Q3074364
11394,Nishimura Shigenaga,500057316,Q11628686
11396,Katsukawa Shun'ei 勝川春英,500057323,Q3194229
11397,Katsukawa Shunjō,,
11398,Katsukawa Shunkaku,,
11399,Katsukawa Shunkō,500121075,Q3075055
113997,"Samuel Rush Meyrick, Esq.",500322527,Q7412526
1140,Samuel Danforth,500034372,Q99453266
11400,Kubo Shunman,500121370,Q3200184
11401,Katsukawa Shunsen,,
11402,Katsukawa Shunshō　勝川春章,500118856,Q1358636
11403,Nishikawa Sukenobu,500118860,Q3109429
11404,Okumura Toshinobu,500057315,Q3350115
11405,Utagawa Toyoharu,500121374,Q3109421
11406,Utagawa Toyokuni I,500081100,Q950316
11407,Ishikawa Toyonobu,500118858,Q3038261
114077,Etienne Moreau-Nélaton,500043492,Q289951
11408,Utagawa Toyoshige,,
114087,"Sophie Troubetzkoi, duchesse de Morny",,
11409,Utagawa Yoshifuji,500334816,Q11545194
114099,Nikolaj Mossoloff,,
1141,William Bradford Jr.,,
11410,Kitagawa Utamaro,500054492,Q272045
11411,Ichirakutei Eisui,500486148,
114112,Louis-Napoléon Bonaparte,,
11413,Nishikawa Yoshinobu,,
1142,Josiah Danforth,,
1143,Thomas S. Derby,,
11435,Kano Yukinobu,,
11436,Chen Yanqing,,
11437,Zhang Jizhi,,
11439,Zhu Yunming,500328547,Q557212
1144,J. Eberly and Company,,
11440,Tang Yin,500034107,Q2248916
114401,Johann Anton Ramboux,500017665,Q1524156
11441,Dong Yuan,500123264,Q890613
11442,Zhao Cangyun,,
11443,Ke Jiusi,500330907,Q2470693
11444,Zhang Xun,,
11445,Yao Yanqing (Tingmei),,
114456,"Henry John Temple, 3rd Viscount Palmerston",,
11446,Wang Meng,500327905,Q700903
11447,Lü Ji,500125672,Q890231
11448,Liu Jun,,Q6653598
11449,Chen Zihe,,
114496,Babcock Galleries,500303691,Q77454486
1145,Samuel Green,,
11451,Xia Gui,500328333,Q45436032
11452,Kuncan,500320887,Q3200407
114530,Morgan Library & Museum,500303622,Q1478423
114541,Rodo Pissarro,,
11455,Shobei,,
114550,"Stanislaus Augustus Poniatowski, King of Poland",,
1146,Sylvester Griswold,,
11460,Soga Shōhaku,500121324,Q3076703
11463,Kawase Hasui,500333884,Q344166
1147,Samuel Hamlin,500056845,
114798,Albright-Knox Art Gallery,500278842,Q1970945
1148,Samuel Ely Hamlin,,
11481,Xia Yong,,Q16239994
11483,Zhang Xihuang,,
11484,Bakhta,,
114861,Giovanni Antonio Armano,,
11487,Nagasawa Rosetsu,500323051,Q1632536
1149,Gershom Jones,,
11490,Kano Chōkichi,,
11491,Tosa Mitsuyoshi,500120997,Q3532590
11494,Guo Xi,500125758,Q536645
1150,George Lightner,,
11504,Fan Qi,,Q944195
11505,Ren Yi (Ren Bonian),500324756,Q3028266
11506,Ni Yuanlu,,Q7023464
11507,Cynthia Hazen Polsky,,Q22122831
1151,"Lyman, Fenton & Co.",,
115118,Paul de Saint-Victor,,
115188,"Little, Brown and Company",,
1152,John Skinner,,
115208,William Heinemann,,
11524,Liu Haisu,500321565,Q3256848
115246,Charles Scribner's Sons,,
115250,Hachette,,
115252,Librairie de l'Art,,
11527,Jin Nong,500320171,Q710049
115291,Armand Colin et Cie.,,Q2861815
1153,United States Pottery Company,,
11530,Qian Feng,500332773,Q51123727
11532,Zheng Xie,500328534,Q712007
115351,Gustave Pellet,,
115372,Théophile-Emmanuel Duverger,500012903,Q3277148
1154,Joseph Leddel Sr.,,
115445,"John Charles Spencer, 3rd Earl Spencer",,
1155,Joseph Leddel Jr.,,
115517,Hubert Howe Bancroft,,
115518,Bancroft Co. Publishing,,
115539,Amyot,,
115542,Edmond Duranty,,
1156,William Hook,500273735,
1157,Myer Myers,500092592,Q29441860
11570,Wang Xizhi,500336131,Q378564
11572,Zhong Shaojing,,
115720,Deutsche Verlagsanstalt,,Q1204376
11573,Han Gan,500125882,Q561952
11576,Qu Ding,500125182,Q7268210
11577,Wen Tong,500328022,Q1288620
11578,Su Shi,500123267,Q36020
11579,Li Gonglin,500332980,Q716389
1158,Laurent Amyot (Amiot),500086270,Q3218993
11580,Huang Tingjian,500319755,Q709460
11581,Mi Fu,500329975,Q320129
11582,Zhao Lingrang,500328530,Q3575394
115851,Giovanni Battista Camuccini,500201667,Q21464703
11587,Zhou Fang,500328538,Q2308422
11588,Emperor Huizong,500334306,Q7486
115884,Jarrold & Sons,,
115885,Methuen & Co.,,
11589,Zhao Kexiong,,Q45500628
1159,Bailey and Kitchen,,
11590,Huang Zongdao,,
11593,Utagawa Kunisada II,500332500,Q3075554
115933,"George James Howard, 9th Earl of Carlisle (EP)",,
115950,"John Fane, 10th Earl of Westmorland",,
115972,"Wilhelm II, Emperor of Germany",,
